URL,title,author,album
https://music.163.com/song?id=472962635,"Il re pastore K.208 / Act 2:""Barbaro! oh Dio mi vedi divisa dal mio ben""",Academy of St. Martin in the Fields,"Lo sposo deluso, K.430"
https://music.163.com/song?id=142371,The Music of the Night (Webber),秦立巍,Cello
https://music.163.com/song?id=25042966,"Brandenburg Concerto No. 2 in F Major, BWV 1047:I. —",Mark Bennett,The Best of Baroque
https://music.163.com/song?id=5040736,Quartet for Strings and Piano in a Minor,Prazak Quartet,Shutter Island [Music From The Motion Picture]
https://music.163.com/song?id=128163,离别曲,Frédéric François Chopin,竖琴独奏
https://music.163.com/song?id=2123698,"Violin Concerto in F Minor, RV 297, ""L'inverno"" (from ""Il cimento dell'armonia e dell'inventione"", Op. 8, No. 4): III. Allegro",Anne-Sophie Mutter,Vivaldi: The Four Seasons
https://music.163.com/song?id=467681666,"Cello Suite No. 1 in G Major, BWV 1007:III. Courante",Mstislav Rostropovich,Bach: Suites for Solo Cello Nos 1 - 6
https://music.163.com/song?id=5132756,"Serenade for Strings, Op.48:II. Walzer",Pyotr Ilyich Tchaikovsky,McIntosh Audiophile Test Reference
https://music.163.com/song?id=2987797,Songs My Mother Taught Me,London Philharmonic Orchestra,The London Violin Sound
https://music.163.com/song?id=464821461,"Violin Concerto No. 2 in D Minor, Op. 2:III. Alla Polacca",Christiane Edinger,SPOHR: Violin Concertos Nos. 2 and 9
https://music.163.com/song?id=28150938,"Partita for Flute in A Minor, BWV 1013: I. Allemande",Rachel Podger,Guardian Angel
https://music.163.com/song?id=36190700,"Valse-Impromptu, S.213",Franz Liszt,"Liszt: The Complete Music for Solo Piano, Vol.1 - Waltzes"
https://music.163.com/song?id=24913063,"Delibes: Lakmé / Act 1 - Viens, Mallika, ... Dôme épais (Flower Duet)",Richard Bonynge,Ultimate Classical Dreams
https://music.163.com/song?id=5164962,Waltz No.1 in E Flat Op.18:Grande valse brillante,Vladimir Ashkenazy,Ultimate Piano Classics
https://music.163.com/song?id=28631313,"Mozart: The Magic Flute, Queen of the Night - Aria N° 14",Edda Moser,Murmurs of Earth
https://music.163.com/song?id=1501634,"Suite No. 1, BWV 1007, In G:Gigue",Janos Starker,Bach: Suites for Solo Cello
https://music.163.com/song?id=561340003,"Piano Trio in B-Flat Major, Op. 97 ""Archduke"": III. Andante Cantabile Ma Però Con Moto, Attacca",Bamberg Trio,Relaxing Classical Music to Help You Study
https://music.163.com/song?id=27864120,Yankee Doodle,Paralyzed Veterans of America,Americana Traditional Favorites
https://music.163.com/song?id=1003883,Eg veit i himmerik ei borg,Iver Kleive,Til Trost
https://music.163.com/song?id=29803725,"Piano Sonata No.1 in G major Hob.XVI, 8:I Allegro",Rudolf Buchbinder,Haydn Edition Volume 3 - Piano Sonatas [Complete]
https://music.163.com/song?id=406346452,Fur Elise,Ludwig van Beethoven,The Top 100 Masterpieces of Classical Music
https://music.163.com/song?id=1458654,"Symphony No. 5 in C Minor, Op. 67:IV. Allegro",Herbert von Karajan,Beethoven: The 9 Symphonies
https://music.163.com/song?id=25725025,5 Preludes:No. 1 In E Minor,Narciso Yepes,Heitor Villa-Lobos:Guitar Concerto
https://music.163.com/song?id=1003894,Etter en drom,Iver Kleive,Til Trost
https://music.163.com/song?id=1826677,Arianna,Paul Schwartz,Aria 2: New Horizon
https://music.163.com/song?id=5259499,Auf Flugeln Des Gesanges,Felix Mendelssohn,EUROPEAN NIGHT
https://music.163.com/song?id=5264803,Denon Hi-Fi,群星,惠威试音碟1
https://music.163.com/song?id=25830162,G大调小步舞曲,Ludwig van Beethoven,世界著名交响乐团演奏的古典音乐系列之一 世界著名抒情音乐小品
https://music.163.com/song?id=22283459,"Papageno Aria 20 from ""The Magic Flute""",Lovely,Mozart: The Mozart Lovely Songs For Babies
https://music.163.com/song?id=1296886,Minuet in G,David Hoffman,Recital
https://music.163.com/song?id=180278,贝多芬：献给爱丽丝,尤大淳,世界钢琴名曲精选 少女的祈祷
https://music.163.com/song?id=28786231,walt,菅野よう子,残響のテロル オリジナル・サウンドトラック
https://music.163.com/song?id=35470841,悲愴 (ピアノ・ソナタ第8番《悲愴》~第2楽章より),溝口肇,yours;Gift
https://music.163.com/song?id=405372194,The Irish Washerwoman,Erich Kunzel,A Celtic Spectacular
https://music.163.com/song?id=2866080,Fantasiestücke Op.73:I. Zart und mit Ausdruck,Jacqueline du Pré,Jacqueline du Pré: The Complete EMI Recordings
https://music.163.com/song?id=22292991,"Pelléas et Mélisande (1999 Digital Remaster), Act One, Scene Three: Il fait sombre dans les jardins (Mélisande/Geneviève/Pelléas)",Soloists ,Debussy: Pelléas et Mélisande
https://music.163.com/song?id=480613566,Ella's Dance,Paddy Mulcahy,Tape Sketches
https://music.163.com/song?id=1489496563,"18 Morceaux, Op.72:12. L'espiègle",Mikhail Pletnev,Tchaikovsky Cosy Moments
https://music.163.com/song?id=428599561,"Pomp and Circumstance Marches, Op. 39: No. 1 in D Major",Carl Davis,The Last Night of the Proms: The Ultimate Collection
https://music.163.com/song?id=1003880,Gjendines banlat,Iver Kleive,Til Trost
https://music.163.com/song?id=25042954,"Canon and Gigue in D Major for 3 Violins and Continuo, P. 37:II. Gigue",Taverner Consort & Players,The Best of Baroque
https://music.163.com/song?id=36226132,Liebesträume - 3 Notturnos für das Pianoforte S.541:Hohe Liebe,Leslie Howard,"Liszt: The Complete Music for Solo Piano, Vol.19 - Liebesträume & the Songbooks"
https://music.163.com/song?id=5276818,小星星变奏曲,Wolfgang Amadeus Mozart,史上最优美钢琴小品精华
https://music.163.com/song?id=27605572,長笛與豎琴協奏曲 C大調 K.299第二樂章小行板,Various Artists, 胎教音樂-生命的律動
https://music.163.com/song?id=26734831,"Symphony No. 10 in G Major, K. 74:3. Allegro",Berliner Philharmoniker,Mozart: The Symphonies
https://music.163.com/song?id=1892606935,Dance Party Playlist: Courante III,Matthew Peterson,The Art Of The Saxophone
https://music.163.com/song?id=2074866,"Kinderszenen, Op.15:7. Träumerei",Vladimir Horowitz,Horowitz In Moscow (DG Centenary Edition - 1986)
https://music.163.com/song?id=31152707,"Allegro from ""Concerto for Lute, 2 Violins and Continuo in D, RV. 93""",New London Consort,While We're Young (Original Soundtrack Album)
https://music.163.com/song?id=24177037,"Serenade in E minor for String Orchestra, Op.20:2. Larghetto",Neville Marriner,50 Reasons To Love Classical
https://music.163.com/song?id=28631319,"Bach: The Well-Tempered Clavier: Book 2, Prelude and Fugue in C N° 1",Glenn Gould,Murmurs of Earth
https://music.163.com/song?id=36190701,"Valse mélancolique, S.214/2",Franz Liszt,"Liszt: The Complete Music for Solo Piano, Vol.1 - Waltzes"
https://music.163.com/song?id=490318322,The Merry Widow Waltz,Lawrence Welk,Buck The Trend
https://music.163.com/song?id=225043,鹪鹩(小鸟)(意),迪里拜尔,20世纪中华歌坛名人百集珍藏版
https://music.163.com/song?id=32681043,"24 Préludes, Op.28:24. In D Minor",Martha Argerich,Chopin: Preludes; Sonata No.2
https://music.163.com/song?id=1003887,Tema fra Adagio,Iver Kleive,Til Trost
https://music.163.com/song?id=25042966,"Brandenburg Concerto No. 2 in F Major, BWV 1047:I. —",Mark Bennett,The Best of Baroque
https://music.163.com/song?id=27227266,"Carmen, WD 31:Overture (Prelude)",London Symphony Orchestra,Bizet: Carmen (3 CD's)
https://music.163.com/song?id=21183199,"Kinderszenen, Op.15:7. Träumerei",Martha Argerich,The Art of Martha Argerich
https://music.163.com/song?id=1650313,"Denza: Funiculì, funiculà",Luciano Pavarotti,Luciano Pavarotti - The Essential Pavarotti - A Selection Of His Greatest Recordings
https://music.163.com/song?id=1049224,España Cani,André Rieu,The 100 Most Beautiful Melodies (6 CD Box Set)
https://music.163.com/song?id=5251165,Wedding March,Richard Wagner,超完美婚礼
https://music.163.com/song?id=19016180,"Homenaje, 'Le Tombeau de Claude Debussy'",Simon Dinnigan,Favourite Guitar Works
https://music.163.com/song?id=1468421875,Minuet in G (Bach),Charles Segal,Classical Melodies for Easy Listening
